Date,Campaign,Channel,Impressions,Clicks,Spend,Conversions,Revenue,ROI
2023-06-09,Back to School,Influencer,10638,169,588.84,16,2770.67,3.705
2023-11-02,Back to School,Influencer,134382,8543,7658.99,896,43901.14,4.732
2023-10-06,Back to School,Influencer,142526,8017,7014.19,582,103225.0,13.717
2023-10-04,Spring Launch,Social Media,147428,8444,3004.89,795,132233.54,43.006
2023-07-27,Black Friday,Search Ads,114770,3558,6118.93,331,24923.94,3.073
2023-11-27,Spring Launch,Influencer,142972,3833,9832.08,313,22009.5,1.239
2023-11-28,Summer Promo,Email,7367,107,297.99,7,1161.17,2.897
2023-09-02,Holiday Extravaganza,Social Media,27004,1850,5451.16,141,18880.13,2.464
2023-11-29,Black Friday,Influencer,117468,2780,3896.32,128,8519.52,1.187
2023-03-03,Black Friday,Influencer,110311,7494,23955.93,817,57702.25,1.409
2023-02-02,Holiday Extravaganza,Influencer,41102,595,1040.77,58,4146.83,2.984
2023-07-30,Holiday Extravaganza,Search Ads,54559,3306,3301.25,297,42805.26,11.966
2023-05-22,Summer Promo,Email,69591,1886,5195.01,153,15428.96,1.97
2023-05-31,Summer Promo,Social Media,126947,5252,6639.52,167,16034.68,1.415
2023-06-01,Holiday Extravaganza,Search Ads,105852,1308,1136.09,108,4689.94,3.128
2023-02-11,Back to School,Social Media,131937,1886,1943.52,79,7036.65,2.621
2023-01-15,Black Friday,Email,22711,1063,766.73,60,5435.44,6.089
2023-09-10,Summer Promo,Display,70969,2341,7760.57,264,43483.58,4.603
2023-11-25,Holiday Extravaganza,Social Media,90097,2022,6193.71,74,4507.4,-0.272
2023-08-10,Back to School,Social Media,77057,4220,15700.12,341,54224.42,2.454
2023-12-23,Holiday Extravaganza,Email,142375,9052,9301.45,599,91188.13,8.804
2023-12-12,Black Friday,Display,42148,2134,1127.6,216,10331.01,8.162
2023-06-19,Back to School,Influencer,16156,857,598.8,30,5156.92,7.612
2023-05-29,Back to School,Search Ads,96831,1426,2770.2,45,7472.13,1.697
2023-12-15,Summer Promo,Display,131338,4018,9193.61,200,23142.11,1.517
2023-01-06,Spring Launch,Social Media,113570,2637,5855.82,149,17070.21,1.915
2023-01-27,Holiday Extravaganza,Display,7713,448,1063.01,35,2414.99,1.272
2023-01-20,Spring Launch,Social Media,132562,8657,27798.59,889,112423.07,3.044
2023-02-26,Spring Launch,Display,26968,382,506.99,17,2040.04,3.024
2023-12-16,Spring Launch,Search Ads,49156,1520,2600.28,51,8323.42,2.201
2023-01-02,Back to School,Search Ads,63205,1230,1541.92,104,9690.9,5.285
2023-09-25,Summer Promo,Search Ads,13320,881,1707.66,75,7309.06,3.28
2023-05-09,Summer Promo,Influencer,67877,4211,12674.68,475,74331.25,4.865
2023-03-30,Black Friday,Display,8139,289,910.12,14,1782.38,0.958
2023-08-31,Black Friday,Social Media,64249,4388,14334.24,232,26546.95,0.852
2023-02-13,Spring Launch,Influencer,103411,4707,2290.14,253,38358.52,15.749
2023-11-04,Summer Promo,Search Ads,47152,2758,2802.18,161,28842.43,9.293
2023-07-14,Back to School,Social Media,84262,3877,10536.08,373,61676.09,4.854
2023-05-14,Summer Promo,Search Ads,11440,337,1090.06,38,2644.35,1.426
2023-03-12,Spring Launch,Email,45728,2045,3878.13,174,7408.49,0.91
2023-09-05,Black Friday,Social Media,28227,1902,5811.58,182,16897.58,1.908
2023-09-03,Summer Promo,Display,51468,3812,13459.35,438,42499.46,2.158
2023-04-21,Back to School,Social Media,57632,3276,5791.99,330,26990.09,3.66
2023-11-24,Holiday Extravaganza,Influencer,101624,2308,4735.21,160,26561.51,4.609
2023-10-19,Summer Promo,Display,8033,325,1209.5,6,943.58,-0.22
2023-04-22,Spring Launch,Search Ads,71880,5058,12323.67,261,44937.1,2.646
2023-12-14,Black Friday,Email,109956,4040,7962.98,246,40915.62,4.138
2023-12-26,Back to School,Email,136436,5980,17273.27,410,33886.66,0.962
2023-06-30,Summer Promo,Search Ads,119333,8085,29593.65,364,36796.12,0.243
2023-08-26,Spring Launch,Influencer,89529,2235,8105.86,178,14035.06,0.731
2023-05-12,Back to School,Email,4680,201,683.47,10,490.69,-0.282
2023-06-05,Summer Promo,Display,106283,1889,3703.08,190,18168.47,3.906
2023-05-25,Summer Promo,Display,46449,2790,8886.95,119,7471.13,-0.159
2023-12-08,Spring Launch,Influencer,30600,1662,6312.28,52,5611.11,-0.111
2023-08-05,Summer Promo,Search Ads,14206,254,306.54,21,3503.74,10.43
2023-05-02,Back to School,Email,74513,4036,11090.93,156,11207.01,0.01
2023-02-27,Summer Promo,Search Ads,123509,6393,12469.4,154,8725.87,-0.3
2023-03-05,Back to School,Influencer,115057,2518,3983.3,130,17714.08,3.447
2023-12-08,Spring Launch,Influencer,100829,1851,6211.62,79,12001.95,0.932
2023-08-03,Holiday Extravaganza,Email,147373,8058,5279.59,310,18130.22,2.434
2023-07-20,Black Friday,Search Ads,80439,1849,2741.06,198,17776.69,5.485
2023-05-06,Spring Launch,Display,147386,2696,5495.28,154,7225.65,0.315
2023-11-13,Summer Promo,Email,99808,1800,2496.78,106,15878.92,5.36
2023-05-31,Black Friday,Email,92255,3332,7220.53,321,21089.12,1.921
2023-08-07,Spring Launch,Influencer,102857,2774,2352.04,70,2623.69,0.115
2023-01-01,Summer Promo,Search Ads,137241,2088,7037.75,185,8521.29,0.211
2023-07-19,Spring Launch,Search Ads,123982,3478,7475.72,374,49320.43,5.597
2023-12-15,Black Friday,Search Ads,148032,3581,7441.67,291,25549.8,2.433
2023-10-04,Holiday Extravaganza,Search Ads,137485,9871,12747.68,1021,51917.17,3.073
2023-05-13,Summer Promo,Influencer,39178,2431,8149.42,59,8555.45,0.05
2023-07-25,Holiday Extravaganza,Display,142557,5175,12474.0,204,8493.53,-0.319
2023-08-29,Black Friday,Email,24750,1148,2475.71,62,9033.16,2.649
2023-06-27,Back to School,Influencer,12502,390,312.66,17,2091.38,5.689
2023-08-20,Back to School,Search Ads,23448,833,1996.25,51,9113.09,3.565
2023-03-18,Black Friday,Social Media,110060,7599,6777.74,686,92294.1,12.617
2023-02-09,Spring Launch,Social Media,142861,10320,32544.75,317,33228.33,0.021
2023-11-09,Black Friday,Social Media,146574,7307,11949.26,693,121833.4,9.196
2023-07-20,Summer Promo,Search Ads,140067,1932,2704.79,103,16230.8,5.001
2023-08-07,Summer Promo,Social Media,38350,581,780.46,23,3565.34,3.568
2023-09-15,Black Friday,Email,135153,3976,3108.63,193,29002.06,8.33
2023-09-03,Spring Launch,Search Ads,107179,4876,18337.99,385,65586.36,2.577
2023-09-26,Spring Launch,Social Media,49842,3317,5374.0,211,14373.77,1.675
2023-02-18,Spring Launch,Search Ads,86670,1803,6583.61,211,16345.08,1.483
2023-07-27,Spring Launch,Search Ads,104049,2168,2427.92,160,21315.28,7.779
2023-03-14,Summer Promo,Search Ads,10745,751,1513.33,89,5017.88,2.316
2023-06-04,Summer Promo,Display,130775,6912,5997.14,303,48753.09,7.129
2023-03-09,Summer Promo,Social Media,21999,1045,809.58,26,3586.5,3.43
2023-04-27,Summer Promo,Email,89691,3955,4672.21,418,35837.85,6.67
2023-03-02,Summer Promo,Email,95975,5945,10546.52,340,26925.67,1.553
2023-01-10,Summer Promo,Display,104108,3461,6220.96,382,44566.0,6.164
2023-06-22,Summer Promo,Social Media,139057,6844,13368.58,242,29209.63,1.185
2023-11-06,Back to School,Display,143484,6898,7263.75,564,22720.74,2.128
2023-06-27,Holiday Extravaganza,Social Media,90057,6724,10333.84,174,14103.37,0.365
2023-05-04,Back to School,Search Ads,36669,1151,3428.21,30,1690.19,-0.507
2023-02-07,Holiday Extravaganza,Search Ads,85447,2226,6102.87,211,26175.07,3.289
2023-05-17,Spring Launch,Social Media,47984,2936,7788.28,316,30162.62,2.873
2023-03-09,Black Friday,Email,105899,6157,10575.27,188,14969.81,0.416
2023-06-30,Black Friday,Search Ads,91058,2438,8466.2,116,6667.51,-0.212
2023-03-19,Spring Launch,Display,28241,936,3526.85,80,12524.01,2.551
2023-02-22,Summer Promo,Search Ads,55961,3763,10791.18,392,62126.44,4.757
2023-09-01,Holiday Extravaganza,Email,89899,3867,12598.56,172,13127.82,0.042
2023-04-01,Holiday Extravaganza,Influencer,26719,1163,3356.4,103,17750.42,4.289
2023-08-05,Black Friday,Display,117659,8164,24999.66,476,73018.02,1.921
2023-04-13,Holiday Extravaganza,Search Ads,19514,459,1703.17,34,3115.62,0.829
2023-10-16,Summer Promo,Social Media,26908,749,2037.77,48,4939.07,1.424
2023-11-14,Holiday Extravaganza,Influencer,107188,5438,11315.7,522,92453.32,7.17
2023-12-15,Black Friday,Search Ads,57094,3896,3037.19,157,20501.89,5.75
2023-06-09,Back to School,Search Ads,17790,977,2757.49,23,3621.53,0.313
2023-08-22,Back to School,Social Media,105042,4543,14538.21,202,28427.46,0.955
2023-09-01,Back to School,Search Ads,11884,367,1196.9,36,4154.55,2.471
2023-10-05,Black Friday,Influencer,21010,1013,1053.27,88,5220.65,3.957
2023-09-03,Back to School,Social Media,107631,6117,13661.46,198,12858.08,-0.059
2023-02-19,Back to School,Display,146319,10415,7498.2,478,78359.29,9.45
2023-11-03,Holiday Extravaganza,Search Ads,4098,114,330.88,8,654.3,0.977
2023-11-06,Holiday Extravaganza,Display,137588,2337,4984.18,232,27235.7,4.464
2023-03-23,Summer Promo,Search Ads,64505,3342,3720.35,396,28669.05,6.706
2023-10-14,Black Friday,Email,39456,1001,2444.74,28,4577.11,0.872
2023-04-11,Summer Promo,Influencer,110657,7947,10684.07,409,25496.62,1.386
2023-04-20,Spring Launch,Social Media,26598,1310,496.23,71,5298.45,9.677
2023-08-22,Summer Promo,Display,46252,1696,5512.96,195,8917.05,0.617
2023-11-11,Spring Launch,Search Ads,26382,616,713.27,44,5252.63,6.364
2023-10-12,Summer Promo,Email,122823,4468,10886.12,404,45113.53,3.144
2023-08-16,Spring Launch,Email,128383,4043,12017.35,354,19842.64,0.651
2023-11-25,Spring Launch,Email,67028,4203,4957.52,122,7685.38,0.55
2023-06-02,Holiday Extravaganza,Influencer,62159,4189,6107.87,413,61433.38,9.058
2023-03-24,Black Friday,Display,70379,4157,10393.28,307,13709.33,0.319
2023-01-11,Black Friday,Email,80052,2803,5167.45,135,23754.11,3.597
2023-05-26,Black Friday,Search Ads,62968,1785,3303.16,165,28003.12,7.478
2023-03-28,Black Friday,Display,34323,1707,2404.17,196,25152.48,9.462
2023-05-28,Spring Launch,Email,7658,506,373.24,33,2974.38,6.969
2023-06-30,Back to School,Email,146582,4258,15132.23,369,36137.54,1.388
2023-03-08,Spring Launch,Social Media,18875,264,236.47,30,4712.17,18.927
2023-08-22,Summer Promo,Email,28191,1073,3657.18,54,5494.18,0.502
2023-10-06,Back to School,Influencer,65926,2341,2561.67,197,7827.99,2.056
2023-03-02,Summer Promo,Email,86247,4194,9844.82,101,10220.31,0.038
2023-03-03,Black Friday,Influencer,100580,6920,5364.46,523,67300.05,11.546
2023-10-16,Holiday Extravaganza,Display,91593,2330,2663.64,146,8580.37,2.221
2023-05-26,Back to School,Display,87887,5021,14934.77,416,58925.3,2.946
2023-03-27,Black Friday,Display,76171,5532,19609.8,504,83190.44,3.242
2023-12-15,Holiday Extravaganza,Display,41869,1997,1899.09,50,7482.92,2.94
2023-08-13,Summer Promo,Display,95959,6917,10685.48,795,129555.44,11.124
2023-01-26,Holiday Extravaganza,Social Media,48214,1293,2749.63,77,13521.79,3.918
2023-04-23,Holiday Extravaganza,Email,127389,6365,17663.16,545,40571.82,1.297
2023-03-06,Back to School,Search Ads,18376,1244,908.35,32,1958.05,1.156
2023-04-21,Spring Launch,Email,81138,2026,7685.03,69,11745.17,0.528
2023-11-19,Summer Promo,Social Media,78959,4952,14642.08,186,8641.27,-0.41
2023-03-26,Black Friday,Social Media,31836,2382,6690.33,223,32228.02,3.817
2023-04-01,Holiday Extravaganza,Display,102137,4484,6490.44,111,4951.28,-0.237
2023-09-05,Black Friday,Display,37175,1083,2045.0,86,3332.65,0.63
2023-05-05,Summer Promo,Social Media,136808,6147,15648.68,729,104814.07,5.698
2023-01-14,Black Friday,Display,102408,6743,8279.82,197,34146.33,3.124
2023-12-23,Holiday Extravaganza,Influencer,145228,8066,10330.99,888,33815.48,2.273
2023-12-25,Black Friday,Email,133379,6678,24547.06,322,56805.19,1.314
2023-03-10,Spring Launch,Influencer,83390,3916,5458.32,448,36008.92,5.597
2023-04-13,Summer Promo,Social Media,13103,796,2076.63,73,11574.69,4.574
2023-10-19,Spring Launch,Social Media,143114,6197,14463.69,244,10176.92,-0.296
2023-02-07,Black Friday,Influencer,124921,4195,12190.21,149,23154.18,0.899
2023-09-12,Back to School,Influencer,76143,3900,11593.85,183,21299.6,0.837
2023-10-25,Black Friday,Search Ads,57243,1856,4184.81,203,11306.48,1.702
2023-01-22,Holiday Extravaganza,Search Ads,11993,152,113.83,13,596.64,4.242
2023-06-24,Black Friday,Influencer,40045,2492,6098.08,72,9086.85,0.49
2023-03-19,Spring Launch,Social Media,93065,5954,6678.1,168,22875.11,2.425
2023-02-20,Holiday Extravaganza,Social Media,99635,5621,17165.0,150,18850.75,0.098
2023-06-02,Holiday Extravaganza,Display,55582,3249,1147.87,137,10679.34,8.304
2023-07-02,Back to School,Social Media,147399,10475,7180.28,352,31357.64,3.367
2023-12-18,Summer Promo,Influencer,74200,2363,2008.46,52,8876.31,3.419
2023-08-03,Back to School,Display,32471,1036,1424.19,46,3841.66,1.697
2023-04-17,Summer Promo,Email,111262,1939,3916.68,109,15395.62,2.931
2023-02-11,Spring Launch,Email,85858,6354,2644.92,610,80161.26,29.308
2023-08-23,Summer Promo,Email,55147,1521,5021.54,60,6686.42,0.332
2023-01-28,Summer Promo,Search Ads,39233,851,2129.45,29,1082.33,-0.492
2023-01-03,Holiday Extravaganza,Social Media,60197,1957,6718.26,187,19972.66,1.973
2023-12-15,Black Friday,Social Media,12580,360,977.58,9,1277.22,0.307
2023-09-22,Black Friday,Email,82816,4974,12744.78,358,31204.64,1.448
2023-04-29,Spring Launch,Influencer,9901,223,231.28,4,304.18,0.315
2023-06-06,Summer Promo,Email,132472,6800,8362.32,520,49515.06,4.921
2023-04-18,Holiday Extravaganza,Influencer,93022,4399,12049.9,499,32180.63,1.671
2023-03-14,Black Friday,Email,40067,1478,537.52,66,11061.74,19.579
2023-07-16,Holiday Extravaganza,Influencer,29885,844,1327.24,29,2200.9,0.658
2023-01-20,Holiday Extravaganza,Search Ads,73384,4900,16091.81,310,11605.6,-0.279
2023-01-18,Back to School,Social Media,110232,6054,20436.5,597,60355.48,1.953
2023-08-16,Black Friday,Email,40408,684,2462.95,23,1457.99,-0.408
2023-02-16,Summer Promo,Influencer,37436,1508,3855.15,97,7436.25,0.929
2023-06-27,Summer Promo,Search Ads,111966,8286,30879.57,921,154419.66,4.001
2023-08-03,Back to School,Display,126340,7824,9807.74,375,52327.92,4.335
2023-10-25,Black Friday,Social Media,72662,3357,6139.77,223,16322.3,1.658
2023-04-08,Holiday Extravaganza,Display,83208,2155,3061.62,150,6896.81,1.253
2023-07-24,Black Friday,Search Ads,56576,1844,3028.14,214,16735.26,4.527
2023-03-25,Holiday Extravaganza,Social Media,117523,6788,16359.93,237,27378.46,0.674
2023-05-27,Back to School,Display,116588,5274,17225.75,109,9583.34,-0.444
2023-03-20,Spring Launch,Social Media,112344,4669,8114.3,408,47564.05,4.862
2023-08-07,Back to School,Search Ads,2725,86,82.75,3,134.34,0.623
2023-02-22,Black Friday,Email,66247,2051,6571.52,92,11996.27,0.825
2023-05-23,Summer Promo,Search Ads,149284,8167,14733.05,969,78363.91,4.319
2023-03-21,Holiday Extravaganza,Email,123331,8837,28724.53,532,30431.37,0.059
2023-09-19,Holiday Extravaganza,Search Ads,81948,5167,9962.7,481,75677.22,6.596
2023-10-09,Summer Promo,Email,141939,4661,5250.7,465,60132.66,10.452
2023-02-15,Holiday Extravaganza,Influencer,120118,7504,14103.9,746,45179.39,2.203
2023-08-25,Black Friday,Influencer,68294,2607,6552.73,199,26095.41,2.982
2023-07-05,Black Friday,Email,140272,4762,6826.64,268,14992.49,1.196
2023-12-05,Spring Launch,Email,42253,2551,6242.04,117,13766.23,1.205
2023-09-02,Summer Promo,Social Media,29973,514,1454.62,38,4413.99,2.034
2023-02-26,Holiday Extravaganza,Email,119187,8145,17049.06,251,21263.76,0.247
2023-03-14,Holiday Extravaganza,Display,68523,4896,14776.68,477,54642.97,2.698
2023-07-08,Black Friday,Influencer,82789,4951,16564.58,269,21987.92,0.327
2023-12-24,Back to School,Influencer,63127,1344,832.94,110,18681.76,21.429
2023-01-28,Spring Launch,Display,95629,6685,4994.09,464,23925.95,3.791
2023-09-15,Holiday Extravaganza,Email,119290,6138,8215.12,264,34190.89,3.162
2023-05-28,Summer Promo,Search Ads,24868,1479,5069.46,90,9980.99,0.969
2023-07-26,Black Friday,Search Ads,4925,172,171.91,17,1158.76,5.741
2023-05-01,Black Friday,Social Media,137966,8200,22384.56,653,50065.66,1.237
2023-12-16,Holiday Extravaganza,Influencer,50407,2366,874.38,125,18126.2,19.73
2023-01-29,Spring Launch,Influencer,93961,4248,14233.83,437,65965.64,3.634
2023-08-08,Spring Launch,Social Media,54525,2026,1967.75,224,34302.79,16.432
2023-01-18,Back to School,Display,23048,547,1527.04,26,3489.09,1.285
2023-09-11,Summer Promo,Display,51482,1313,853.43,57,3834.63,3.493
2023-03-26,Spring Launch,Email,138255,5069,6941.57,322,57738.9,7.318
2023-04-04,Spring Launch,Display,136821,6886,21475.55,716,112453.84,4.236
2023-11-12,Back to School,Search Ads,57860,1009,2080.02,35,3744.44,0.8
2023-06-23,Holiday Extravaganza,Social Media,121982,8869,17809.67,919,139301.92,6.822
2023-05-11,Back to School,Influencer,29900,684,800.48,15,2694.75,2.366
2023-07-20,Holiday Extravaganza,Display,20373,450,1364.05,34,1809.47,0.327
2023-02-03,Back to School,Display,34108,630,1249.3,36,3503.0,1.804
2023-07-26,Black Friday,Search Ads,84734,2863,7637.52,75,6708.97,-0.122
2023-06-18,Back to School,Email,134710,10057,28326.24,233,33820.61,0.194
2023-04-22,Spring Launch,Influencer,128959,9574,10593.86,269,35725.54,2.372
2023-06-21,Spring Launch,Display,93542,1421,3387.37,31,2419.09,-0.286
2023-11-30,Spring Launch,Search Ads,124105,7902,22098.69,190,25302.42,0.145
2023-03-29,Holiday Extravaganza,Email,59403,4125,2683.52,472,55143.89,19.549
2023-11-09,Black Friday,Social Media,71114,1349,1859.24,139,14128.68,6.599
2023-11-28,Summer Promo,Email,70907,4590,5104.02,290,14215.32,1.785
2023-12-26,Holiday Extravaganza,Search Ads,33124,2465,1179.94,215,21276.16,17.032
2023-11-12,Black Friday,Search Ads,3569,86,205.73,2,285.88,0.39
2023-04-04,Summer Promo,Influencer,95353,4649,7385.84,345,46145.29,5.248
2023-02-15,Holiday Extravaganza,Search Ads,46400,622,1538.35,70,11635.76,6.564
2023-12-11,Summer Promo,Display,54991,2289,8582.41,133,17167.92,1.0
2023-09-10,Spring Launch,Search Ads,111110,6407,4060.73,144,23206.42,4.715
2023-12-23,Black Friday,Display,43561,2705,6751.21,269,34917.1,4.172
2023-05-15,Black Friday,Display,15335,384,934.19,42,2835.93,2.036
2023-02-20,Spring Launch,Influencer,8987,620,231.31,28,1524.79,5.592
2023-04-28,Holiday Extravaganza,Display,5921,287,641.93,25,4496.06,6.004
2023-09-22,Back to School,Search Ads,25134,1634,3085.65,141,8786.09,1.847
2023-02-19,Back to School,Social Media,104547,6829,13587.34,345,41334.99,2.042
2023-12-12,Summer Promo,Display,149109,6089,21783.62,247,10842.76,-0.502
2023-01-15,Spring Launch,Influencer,131308,2646,8747.93,228,13427.09,0.535
2023-08-06,Summer Promo,Influencer,102466,7313,22582.18,167,18131.33,-0.197
2023-07-30,Back to School,Social Media,122928,6908,4374.59,692,124141.2,27.378
2023-10-12,Spring Launch,Social Media,49813,2662,3523.86,198,19918.92,4.653
2023-11-23,Black Friday,Influencer,12243,285,248.74,22,2257.62,8.076
2023-09-28,Black Friday,Social Media,92758,6075,17598.83,369,55306.83,2.143
2023-09-23,Black Friday,Influencer,120879,4459,5424.24,110,10006.92,0.845
2023-02-03,Holiday Extravaganza,Search Ads,65246,3320,9255.94,277,43913.45,3.744
2023-07-16,Spring Launch,Influencer,75060,5351,16969.75,589,70000.08,3.125
2023-07-20,Back to School,Display,27849,1042,2453.46,73,8678.54,2.537
2023-01-27,Spring Launch,Social Media,49171,1542,3209.93,40,3187.64,-0.007
2023-09-22,Back to School,Social Media,56859,1722,3997.16,141,16130.09,3.035
2023-05-29,Spring Launch,Social Media,23510,718,481.68,20,900.97,0.87
2023-07-28,Back to School,Email,115161,4397,6386.73,485,53905.45,7.44
2023-06-24,Holiday Extravaganza,Display,27371,1642,2879.07,44,2459.79,-0.146
2023-08-20,Back to School,Influencer,46165,1139,3929.83,126,6094.13,0.551
2023-03-21,Summer Promo,Email,3912,82,40.1,3,112.15,1.797
2023-07-12,Spring Launch,Email,88683,6492,4399.82,254,23204.8,4.274
2023-10-25,Back to School,Search Ads,93904,3857,1665.04,387,63728.49,37.274
2023-09-14,Black Friday,Social Media,108839,1649,4955.95,143,5432.03,0.096
2023-05-08,Spring Launch,Influencer,37628,1356,2250.63,38,2902.2,0.29
2023-10-09,Summer Promo,Email,52101,1674,613.87,76,8699.94,13.172
2023-07-29,Holiday Extravaganza,Search Ads,63790,3110,8512.75,187,12587.78,0.479
2023-04-29,Holiday Extravaganza,Email,111915,8156,17205.44,830,61517.25,2.575
2023-11-28,Spring Launch,Social Media,28711,1083,3728.29,32,4022.08,0.079
2023-05-26,Spring Launch,Influencer,64141,1060,651.09,119,11124.61,16.086
2023-05-25,Back to School,Social Media,91860,1940,4705.36,52,2438.57,-0.482
2023-09-30,Black Friday,Email,44069,1066,2417.8,105,15191.58,5.283
2023-04-18,Holiday Extravaganza,Search Ads,67044,3380,5689.9,405,37319.35,5.559
2023-09-03,Black Friday,Email,81232,5090,9825.84,357,53575.88,4.453
2023-06-17,Summer Promo,Email,131278,4580,10069.0,401,25742.82,1.557
2023-04-22,Back to School,Display,26597,673,2027.02,61,8297.21,3.093
2023-10-22,Summer Promo,Search Ads,25748,743,1996.18,82,11240.19,4.631
2023-05-30,Holiday Extravaganza,Display,3434,194,322.34,11,943.12,1.926
2023-10-20,Back to School,Email,118586,6953,4384.47,712,85490.71,18.499
2023-03-08,Back to School,Email,30155,403,811.31,37,4483.13,4.526
2023-07-05,Spring Launch,Search Ads,95141,3747,2660.62,301,14604.03,4.489
2023-08-06,Spring Launch,Display,9399,679,393.09,78,13631.43,33.678
2023-03-18,Holiday Extravaganza,Search Ads,123236,2098,5118.85,147,13379.41,1.614
2023-05-23,Summer Promo,Influencer,60710,1859,3147.04,68,3146.47,-0.0
2023-06-25,Summer Promo,Search Ads,60337,2365,3929.61,224,9996.1,1.544
2023-02-11,Spring Launch,Email,122299,6645,16874.45,609,46360.51,1.747
2023-04-20,Holiday Extravaganza,Search Ads,80863,1138,1722.79,66,4305.17,1.499
2023-06-30,Spring Launch,Email,31341,1025,1726.62,53,7894.81,3.572
2023-11-22,Back to School,Social Media,42096,628,1322.18,28,4979.92,2.766
2023-12-08,Spring Launch,Email,125980,7026,26673.28,400,24836.64,-0.069
2023-05-24,Back to School,Search Ads,13907,360,931.72,39,1471.49,0.579
2023-07-04,Summer Promo,Social Media,78630,4794,11662.16,567,86795.75,6.443
2023-06-30,Holiday Extravaganza,Email,5556,224,142.61,25,1080.93,6.58
2023-08-01,Spring Launch,Email,146391,1805,6644.36,208,10836.97,0.631
2023-05-13,Summer Promo,Display,37959,2010,7551.73,53,6038.16,-0.2
2023-04-09,Black Friday,Influencer,84361,4259,4381.46,313,23762.84,4.423
2023-06-09,Spring Launch,Influencer,62171,4472,5132.88,285,27804.58,4.417
2023-04-01,Summer Promo,Influencer,98493,6818,9270.37,466,77015.2,7.308
2023-11-18,Back to School,Social Media,118825,8791,16335.16,786,39686.31,1.43
2023-03-16,Black Friday,Display,111803,5006,16510.36,530,50194.4,2.04
2023-06-28,Holiday Extravaganza,Email,101614,6420,23005.07,583,53802.15,1.339
2023-11-21,Back to School,Search Ads,30040,2037,7210.14,101,9337.88,0.295
2023-03-13,Back to School,Search Ads,86448,1074,570.18,75,4148.85,6.276
2023-03-13,Spring Launch,Email,24325,820,1263.5,72,10176.43,7.054
2023-05-17,Holiday Extravaganza,Influencer,55379,934,1514.59,78,5216.32,2.444
2023-08-05,Holiday Extravaganza,Social Media,49933,1007,961.41,45,3621.91,2.767
2023-10-18,Back to School,Search Ads,121753,7000,11291.36,181,27411.27,1.428
2023-05-15,Back to School,Display,48303,672,2317.1,61,8985.37,2.878
2023-10-08,Spring Launch,Social Media,142111,4962,14814.05,207,9311.86,-0.371
2023-09-09,Back to School,Search Ads,90912,2928,7609.91,64,10884.28,0.43
2023-04-07,Black Friday,Email,85966,4220,4561.97,342,16311.92,2.576
2023-04-18,Spring Launch,Search Ads,51754,1833,2418.6,105,13997.37,4.787
2023-07-26,Back to School,Display,90864,2589,2842.72,309,38780.2,12.642
2023-08-11,Spring Launch,Email,22489,1282,3659.49,71,5041.39,0.378
2023-07-26,Summer Promo,Display,59625,1004,691.86,52,8318.64,11.024
2023-02-26,Summer Promo,Influencer,29017,915,1732.36,18,2443.09,0.41
2023-10-18,Spring Launch,Display,43822,3159,4922.38,376,35604.2,6.233
2023-12-25,Spring Launch,Email,149374,3134,2277.37,73,3073.87,0.35
2023-07-29,Holiday Extravaganza,Social Media,67974,2088,887.15,67,3790.13,3.272
2023-03-22,Spring Launch,Email,87097,2232,3192.88,263,34470.32,9.796
2023-04-24,Summer Promo,Search Ads,86974,3167,1446.6,134,14493.46,9.019
2023-09-17,Summer Promo,Search Ads,107845,2656,6854.35,162,12253.92,0.788
2023-07-11,Holiday Extravaganza,Influencer,55065,1864,3640.44,205,34592.48,8.502
2023-06-17,Black Friday,Email,20290,1426,2487.15,41,6266.54,1.52
2023-12-18,Black Friday,Influencer,129802,2857,6341.64,228,17926.51,1.827
2023-01-18,Holiday Extravaganza,Email,106646,5456,10368.28,628,57890.3,4.583
2023-04-19,Back to School,Search Ads,69770,2325,7750.64,208,32143.14,3.147
2023-06-06,Spring Launch,Social Media,103052,5540,8991.87,570,33738.84,2.752
2023-06-03,Summer Promo,Display,75028,4320,3979.31,238,28722.82,6.218
2023-11-21,Summer Promo,Email,41598,2104,6284.39,57,8366.53,0.331
2023-05-16,Black Friday,Social Media,94454,2424,8151.62,254,38646.12,3.741
2023-12-25,Summer Promo,Social Media,3549,159,356.17,14,1875.31,4.265
2023-07-13,Summer Promo,Search Ads,48821,2536,6811.21,156,12339.43,0.812
2023-09-16,Spring Launch,Email,99329,7265,18759.4,510,45039.66,1.401
2023-03-16,Holiday Extravaganza,Email,67817,3335,2864.72,90,12255.73,3.278
2023-02-16,Holiday Extravaganza,Display,93275,2671,9209.49,110,8312.26,-0.097
2023-09-29,Back to School,Email,27914,1010,703.28,110,10652.4,14.147
2023-05-30,Black Friday,Email,107926,7190,26162.98,316,36046.2,0.378
2023-11-15,Summer Promo,Display,132346,4861,7006.76,497,23413.83,2.342
2023-02-24,Spring Launch,Search Ads,99330,6248,18474.31,585,26027.14,0.409
2023-02-19,Back to School,Influencer,124470,5351,18493.63,346,21806.89,0.179
2023-10-08,Back to School,Email,104479,3503,5517.63,290,46998.24,7.518
2023-03-01,Spring Launch,Influencer,60965,4208,14426.15,501,77532.63,4.374
2023-05-11,Spring Launch,Search Ads,59926,1276,3923.19,34,3647.43,-0.07
2023-02-21,Black Friday,Search Ads,97162,3086,4985.59,131,10518.64,1.11
