CustomerID,Tenure,Contract,PaymentMethod,MonthlyCharges,TotalCharges,InternetService,TechSupport,Churn
7590-C3729,28,Month-to-month,Credit card,24.12,645.91,Fiber optic,Yes,No
7590-C3730,33,Two year,Mailed check,21.03,698.56,DSL,Yes,No
7590-C3731,11,Two year,Electronic check,51.57,553.62,DSL,Yes,No
7590-C3732,11,Two year,Credit card,25.36,292.38,No,Yes,No
7590-C3733,20,Month-to-month,Credit card,63.25,1227.48,Fiber optic,No,Yes
7590-C3734,28,Month-to-month,Mailed check,100.88,2912.1,Fiber optic,Yes,Yes
7590-C3735,22,Month-to-month,Electronic check,41.79,928.82,No,No,No
7590-C3736,7,One year,Mailed check,38.83,275.42,No,Yes,No
7590-C3737,28,Month-to-month,Bank transfer,20.29,580.22,Fiber optic,Yes,No
7590-C3738,68,Month-to-month,Credit card,30.2,2011.4,Fiber optic,Yes,Yes
7590-C3739,39,One year,Electronic check,36.56,1463.02,No,Yes,No
7590-C3740,48,Two year,Mailed check,98.49,4839.86,No,No,No
7590-C3741,60,Month-to-month,Bank transfer,84.8,5066.33,Fiber optic,No,Yes
7590-C3742,34,Two year,Bank transfer,98.21,3249.38,Fiber optic,Yes,No
7590-C3743,17,One year,Bank transfer,92.39,1601.0,No,Yes,No
7590-C3744,60,Month-to-month,Mailed check,69.67,4357.69,No,Yes,No
7590-C3745,12,Month-to-month,Bank transfer,106.66,1318.69,Fiber optic,No,Yes
7590-C3746,9,Two year,Electronic check,59.31,538.58,No,Yes,Yes
7590-C3747,45,One year,Credit card,89.67,3909.07,No,Yes,No
7590-C3748,9,One year,Credit card,34.7,297.58,No,Yes,No
7590-C3749,62,One year,Credit card,95.69,5661.14,DSL,Yes,No
7590-C3750,25,Month-to-month,Electronic check,35.26,873.41,Fiber optic,Yes,No
7590-C3751,67,Month-to-month,Mailed check,85.28,5584.5,DSL,Yes,Yes
7590-C3752,12,Two year,Bank transfer,63.49,797.09,DSL,Yes,No
7590-C3753,47,Month-to-month,Bank transfer,103.51,4893.04,DSL,No,Yes
7590-C3754,59,Month-to-month,Mailed check,83.56,5135.3,Fiber optic,No,No
7590-C3755,5,Two year,Bank transfer,49.68,255.88,DSL,No,No
7590-C3756,59,One year,Credit card,28.57,1642.75,DSL,Yes,No
7590-C3757,48,Month-to-month,Mailed check,25.43,1258.71,DSL,No,No
7590-C3758,61,Month-to-month,Credit card,98.77,6104.73,Fiber optic,No,No
7590-C3759,26,Month-to-month,Credit card,91.72,2300.12,No,Yes,Yes
7590-C3760,60,Month-to-month,Mailed check,84.13,5061.93,DSL,Yes,No
7590-C3761,52,Month-to-month,Mailed check,78.56,4268.67,No,Yes,No
7590-C3762,38,Two year,Bank transfer,47.47,1734.1,No,No,No
7590-C3763,3,Two year,Mailed check,49.07,150.23,DSL,No,No
7590-C3764,53,One year,Credit card,92.48,5040.0,DSL,Yes,No
7590-C3765,57,Month-to-month,Mailed check,76.49,4534.2,Fiber optic,No,Yes
7590-C3766,4,One year,Credit card,84.92,338.76,DSL,No,Yes
7590-C3767,41,One year,Mailed check,47.02,1855.22,Fiber optic,No,No
7590-C3768,65,Two year,Bank transfer,24.73,1567.86,Fiber optic,No,No
7590-C3769,6,Two year,Credit card,81.75,496.52,DSL,No,No
7590-C3770,52,Month-to-month,Mailed check,67.76,3634.42,No,Yes,No
7590-C3771,32,Month-to-month,Credit card,110.57,3614.32,No,No,Yes
7590-C3772,33,Month-to-month,Credit card,57.3,1943.94,Fiber optic,Yes,Yes
7590-C3773,9,Month-to-month,Mailed check,58.1,529.39,DSL,Yes,No
7590-C3774,65,One year,Mailed check,115.96,7449.24,DSL,Yes,No
7590-C3775,22,Month-to-month,Mailed check,39.63,876.44,Fiber optic,No,Yes
7590-C3776,40,One year,Credit card,110.6,4501.13,No,Yes,No
7590-C3777,57,Month-to-month,Bank transfer,50.19,2942.65,Fiber optic,Yes,Yes
7590-C3778,10,One year,Mailed check,44.07,446.58,Fiber optic,Yes,No
7590-C3779,9,Month-to-month,Mailed check,64.84,609.92,DSL,Yes,Yes
7590-C3780,35,Month-to-month,Credit card,68.23,2428.56,DSL,No,No
7590-C3781,18,One year,Mailed check,31.11,,DSL,No,No
7590-C3782,26,Two year,Mailed check,48.28,1288.08,No,No,No
7590-C3783,7,Month-to-month,Mailed check,87.71,636.93,DSL,Yes,Yes
7590-C3784,15,Two year,Credit card,30.42,465.61,Fiber optic,No,No
7590-C3785,19,One year,Electronic check,94.97,1749.79,No,Yes,No
7590-C3786,36,Month-to-month,Mailed check,67.16,2470.44,No,No,Yes
7590-C3787,26,Month-to-month,Credit card,104.93,2615.65,Fiber optic,No,No
7590-C3788,30,Two year,Credit card,93.83,2702.32,No,Yes,No
7590-C3789,12,One year,Bank transfer,74.73,898.77,No,Yes,No
7590-C3790,28,Month-to-month,Mailed check,46.04,1297.63,Fiber optic,No,No
7590-C3791,66,Month-to-month,Mailed check,31.75,2119.93,DSL,Yes,Yes
7590-C3792,69,Two year,Credit card,110.11,,Fiber optic,Yes,No
7590-C3793,44,Month-to-month,Mailed check,68.44,3016.38,Fiber optic,Yes,No
7590-C3794,56,One year,Credit card,105.78,6203.71,Fiber optic,No,No
7590-C3795,26,One year,Credit card,82.42,2092.68,Fiber optic,No,Yes
7590-C3796,23,Month-to-month,Bank transfer,101.62,2441.26,DSL,Yes,No
7590-C3797,59,Month-to-month,Electronic check,21.75,1224.46,DSL,No,Yes
7590-C3798,10,One year,Bank transfer,76.95,758.61,Fiber optic,No,No
7590-C3799,31,Month-to-month,Electronic check,52.54,1576.73,DSL,Yes,Yes
7590-C3800,28,Month-to-month,Electronic check,51.03,1457.42,Fiber optic,No,Yes
7590-C3801,9,Month-to-month,Electronic check,89.51,834.54,No,Yes,No
7590-C3802,29,Month-to-month,Electronic check,91.88,2728.02,No,No,Yes
7590-C3803,69,Month-to-month,Mailed check,108.51,7306.16,DSL,No,Yes
7590-C3804,13,Month-to-month,Mailed check,90.85,1161.07,DSL,No,Yes
7590-C3805,38,Month-to-month,Credit card,98.46,3619.32,Fiber optic,Yes,No
7590-C3806,72,Month-to-month,Credit card,67.37,4704.27,Fiber optic,No,No
7590-C3807,61,Two year,Credit card,44.68,2727.37,DSL,Yes,No
7590-C3808,50,One year,Credit card,93.67,4567.26,Fiber optic,Yes,No
7590-C3809,4,Month-to-month,Credit card,101.53,388.65,Fiber optic,No,Yes
7590-C3810,17,Month-to-month,Mailed check,45.52,811.06,No,Yes,Yes
7590-C3811,47,One year,Mailed check,79.47,3666.8,DSL,Yes,No
7590-C3812,28,Two year,Electronic check,56.95,1625.42,No,No,No
7590-C3813,53,Two year,Credit card,111.88,6183.16,No,Yes,No
7590-C3814,72,Month-to-month,Credit card,53.54,4047.31,DSL,No,Yes
7590-C3815,4,One year,Bank transfer,32.03,131.21,Fiber optic,Yes,No
7590-C3816,46,Month-to-month,Mailed check,51.88,2436.06,No,Yes,No
7590-C3817,1,One year,Credit card,43.52,44.05,Fiber optic,Yes,No
7590-C3818,33,Month-to-month,Electronic check,51.09,1754.89,Fiber optic,No,No
7590-C3819,23,Month-to-month,Credit card,87.06,2073.76,DSL,No,Yes
7590-C3820,65,One year,Electronic check,58.82,3827.85,No,No,No
7590-C3821,62,Month-to-month,Mailed check,42.77,2641.37,Fiber optic,No,No
7590-C3822,4,One year,Credit card,114.94,443.99,DSL,Yes,No
7590-C3823,34,One year,Credit card,23.54,793.95,Fiber optic,Yes,No
7590-C3824,26,Month-to-month,Mailed check,23.29,596.86,DSL,No,Yes
7590-C3825,42,Month-to-month,Credit card,73.34,2964.34,DSL,Yes,Yes
7590-C3826,24,Month-to-month,Bank transfer,60.55,1497.19,Fiber optic,No,No
7590-C3827,72,Month-to-month,Credit card,77.68,5736.91,No,No,No
7590-C3828,60,Month-to-month,Mailed check,73.08,4446.42,DSL,Yes,Yes
7590-C3829,64,Month-to-month,Mailed check,79.66,5070.05,DSL,Yes,No
7590-C3830,57,Month-to-month,Bank transfer,38.39,2117.07,No,Yes,Yes
7590-C3831,29,Month-to-month,Credit card,108.57,3095.83,DSL,Yes,Yes
7590-C3832,44,Month-to-month,Mailed check,48.08,2059.21,No,Yes,No
7590-C3833,61,One year,Mailed check,75.62,4819.32,Fiber optic,Yes,No
7590-C3834,38,Two year,Electronic check,43.12,1683.2,No,No,No
7590-C3835,7,Month-to-month,Bank transfer,82.62,569.72,Fiber optic,No,No
7590-C3836,49,Two year,Mailed check,39.24,1835.08,Fiber optic,No,No
7590-C3837,45,Month-to-month,Mailed check,30.39,1304.39,Fiber optic,No,Yes
7590-C3838,33,One year,Mailed check,57.33,1915.43,No,Yes,Yes
7590-C3839,69,Month-to-month,Bank transfer,113.73,8168.66,No,No,No
7590-C3840,35,Month-to-month,Bank transfer,97.04,3491.2,DSL,No,No
7590-C3841,69,Month-to-month,Mailed check,34.92,2292.15,Fiber optic,No,No
7590-C3842,5,Month-to-month,Electronic check,94.05,454.57,Fiber optic,Yes,Yes
7590-C3843,37,Month-to-month,Electronic check,38.18,1389.09,DSL,Yes,Yes
7590-C3844,22,One year,Credit card,69.35,1555.52,No,No,No
7590-C3845,66,One year,Credit card,68.85,4447.5,No,Yes,No
7590-C3846,41,Month-to-month,Bank transfer,114.59,4724.53,DSL,Yes,Yes
7590-C3847,32,One year,Bank transfer,60.64,1967.5,No,Yes,No
7590-C3848,26,Month-to-month,Electronic check,83.72,2210.46,No,No,Yes
7590-C3849,16,Month-to-month,Mailed check,66.08,1049.22,DSL,Yes,Yes
7590-C3850,38,Two year,Bank transfer,111.29,4227.28,DSL,Yes,Yes
7590-C3851,18,Month-to-month,Credit card,48.47,828.92,DSL,Yes,No
7590-C3852,4,Month-to-month,Mailed check,44.45,177.47,No,Yes,Yes
7590-C3853,34,Two year,Mailed check,97.7,3171.54,No,No,No
7590-C3854,62,Two year,Credit card,45.33,2830.7,DSL,No,No
7590-C3855,71,One year,Electronic check,94.98,6549.18,No,No,No
7590-C3856,34,Month-to-month,Electronic check,20.57,712.44,Fiber optic,Yes,No
7590-C3857,55,Month-to-month,Electronic check,37.22,2133.47,No,Yes,No
7590-C3858,11,Month-to-month,Bank transfer,75.69,797.13,No,Yes,Yes
7590-C3859,40,Month-to-month,Credit card,84.81,3356.54,Fiber optic,No,Yes
7590-C3860,14,One year,Mailed check,72.13,1057.33,Fiber optic,Yes,No
7590-C3861,15,One year,Credit card,98.93,1428.5,Fiber optic,No,No
7590-C3862,60,One year,Bank transfer,109.35,6352.04,Fiber optic,Yes,No
7590-C3863,22,Month-to-month,Credit card,111.45,2518.29,Fiber optic,No,Yes
7590-C3864,44,Month-to-month,Mailed check,61.7,2715.09,DSL,No,Yes
7590-C3865,54,Two year,Mailed check,47.39,2573.4,No,No,No
7590-C3866,51,One year,Credit card,22.41,1091.22,No,Yes,No
7590-C3867,13,Month-to-month,Electronic check,116.24,1470.5,DSL,Yes,No
7590-C3868,29,Month-to-month,Credit card,37.38,1104.37,DSL,Yes,Yes
7590-C3869,55,One year,Mailed check,52.29,2819.08,DSL,Yes,No
7590-C3870,72,One year,Electronic check,37.86,2685.87,Fiber optic,No,No
7590-C3871,39,One year,Mailed check,37.57,1429.55,Fiber optic,Yes,No
7590-C3872,55,Month-to-month,Mailed check,110.37,6321.52,Fiber optic,No,No
7590-C3873,4,Month-to-month,Credit card,94.18,366.47,DSL,No,Yes
7590-C3874,16,One year,Electronic check,109.9,1715.15,No,No,No
7590-C3875,30,Two year,Electronic check,63.36,1860.24,Fiber optic,No,Yes
7590-C3876,8,One year,Mailed check,44.03,357.3,No,No,No
7590-C3877,11,Month-to-month,Mailed check,26.19,281.88,DSL,Yes,No
7590-C3878,13,Month-to-month,Bank transfer,108.18,1375.57,Fiber optic,No,Yes
7590-C3879,17,One year,Bank transfer,78.32,1283.39,DSL,Yes,No
7590-C3880,5,Month-to-month,Electronic check,41.35,206.69,No,Yes,Yes
7590-C3881,29,Month-to-month,Credit card,59.1,1641.42,No,Yes,No
7590-C3882,34,One year,Electronic check,75.38,2481.52,No,No,No
7590-C3883,11,Two year,Electronic check,114.12,1232.38,No,Yes,No
7590-C3884,65,Month-to-month,Mailed check,20.76,1294.62,Fiber optic,No,No
7590-C3885,61,One year,Mailed check,55.59,3491.19,No,No,No
7590-C3886,10,One year,Mailed check,94.88,959.21,DSL,No,No
7590-C3887,12,Month-to-month,Electronic check,117.55,1363.41,No,Yes,No
7590-C3888,37,Month-to-month,Electronic check,97.67,3706.52,Fiber optic,Yes,No
7590-C3889,14,Month-to-month,Electronic check,58.38,804.0,No,Yes,Yes
7590-C3890,28,Month-to-month,Bank transfer,113.39,3056.96,Fiber optic,Yes,No
7590-C3891,67,Month-to-month,Bank transfer,94.32,6135.79,Fiber optic,Yes,No
7590-C3892,3,Month-to-month,Mailed check,95.22,286.69,No,Yes,No
7590-C3893,29,Month-to-month,Electronic check,111.25,3143.48,DSL,No,No
7590-C3894,40,Two year,Electronic check,27.1,1097.06,No,Yes,No
7590-C3895,15,Two year,Credit card,95.52,1474.33,No,Yes,No
7590-C3896,24,Month-to-month,Mailed check,75.49,1728.34,DSL,No,No
7590-C3897,13,Month-to-month,Electronic check,85.03,1144.73,DSL,Yes,Yes
7590-C3898,13,Two year,Electronic check,86.05,1171.77,Fiber optic,Yes,No
7590-C3899,30,Two year,Credit card,43.57,1317.43,DSL,No,No
7590-C3900,15,One year,Credit card,48.21,730.86,Fiber optic,Yes,No
7590-C3901,57,One year,Electronic check,38.43,2189.18,Fiber optic,Yes,No
7590-C3902,61,Month-to-month,Electronic check,21.83,1365.13,No,No,No
7590-C3903,57,Month-to-month,Bank transfer,107.4,5909.63,No,No,Yes
7590-C3904,56,One year,Bank transfer,75.96,4352.36,DSL,Yes,No
7590-C3905,38,One year,Credit card,38.33,1440.74,DSL,No,No
7590-C3906,51,Month-to-month,Bank transfer,31.81,1550.53,No,No,No
7590-C3907,33,Month-to-month,Bank transfer,61.72,2120.3,No,No,Yes
7590-C3908,21,Month-to-month,Electronic check,109.18,2346.1,DSL,Yes,No
7590-C3909,67,Month-to-month,Electronic check,38.93,2699.89,Fiber optic,No,No
7590-C3910,63,Month-to-month,Mailed check,109.21,6541.82,Fiber optic,No,No
7590-C3911,53,Month-to-month,Electronic check,106.82,5415.31,Fiber optic,No,No
7590-C3912,35,Two year,Bank transfer,96.36,3252.75,No,No,No
7590-C3913,72,Month-to-month,Mailed check,53.05,3700.34,DSL,No,No
7590-C3914,21,One year,Mailed check,87.85,1913.64,No,No,No
7590-C3915,57,Month-to-month,Electronic check,27.02,1528.84,DSL,Yes,No
7590-C3916,28,Month-to-month,Electronic check,35.31,1032.25,Fiber optic,No,Yes
7590-C3917,6,Month-to-month,Mailed check,99.8,588.45,DSL,Yes,No
7590-C3918,1,Month-to-month,Electronic check,100.47,99.7,Fiber optic,No,No
7590-C3919,27,Month-to-month,Mailed check,54.37,1479.11,DSL,No,Yes
7590-C3920,59,Two year,Mailed check,75.33,4350.64,No,Yes,No
7590-C3921,32,Month-to-month,Bank transfer,82.38,2552.54,DSL,Yes,No
7590-C3922,50,Month-to-month,Bank transfer,62.23,3044.86,No,Yes,No
7590-C3923,29,Month-to-month,Bank transfer,97.71,2859.88,Fiber optic,No,Yes
7590-C3924,4,Month-to-month,Mailed check,48.73,191.26,DSL,No,Yes
7590-C3925,56,Month-to-month,Mailed check,67.67,3727.15,No,Yes,No
7590-C3926,1,One year,Mailed check,26.32,25.21,DSL,Yes,Yes
7590-C3927,6,One year,Bank transfer,44.57,279.98,Fiber optic,No,No
7590-C3928,70,Month-to-month,Credit card,68.69,4711.13,DSL,No,Yes
7590-C3929,61,One year,Credit card,61.21,3705.82,No,No,No
7590-C3930,40,Month-to-month,Mailed check,33.07,1388.56,No,No,Yes
7590-C3931,2,Two year,Electronic check,102.35,206.66,Fiber optic,Yes,Yes
7590-C3932,44,Month-to-month,Electronic check,93.26,4105.68,No,Yes,No
7590-C3933,50,Month-to-month,Credit card,57.03,2933.61,Fiber optic,No,No
7590-C3934,70,Two year,Electronic check,96.98,7083.09,DSL,Yes,No
7590-C3935,1,Month-to-month,Bank transfer,96.12,95.39,Fiber optic,No,Yes
7590-C3936,28,Two year,Mailed check,83.28,2354.76,DSL,Yes,No
7590-C3937,44,Month-to-month,Credit card,71.84,3299.05,DSL,No,No
7590-C3938,52,One year,Bank transfer,27.24,1404.73,No,No,No
7590-C3939,4,Month-to-month,Credit card,73.04,295.74,DSL,No,Yes
7590-C3940,24,Month-to-month,Credit card,36.01,850.39,Fiber optic,Yes,No
7590-C3941,37,Month-to-month,Credit card,58.2,2104.21,DSL,No,Yes
7590-C3942,69,Month-to-month,Bank transfer,113.33,7449.71,No,No,No
7590-C3943,33,One year,Credit card,103.32,3400.01,DSL,No,No
7590-C3944,39,Month-to-month,Credit card,84.18,3224.85,DSL,Yes,Yes
7590-C3945,42,Month-to-month,Electronic check,21.59,889.42,No,No,No
7590-C3946,71,One year,Bank transfer,75.24,5277.38,No,Yes,No
7590-C3947,55,One year,Electronic check,90.92,4753.44,No,No,No
7590-C3948,59,Two year,Electronic check,65.39,3784.07,DSL,Yes,No
7590-C3949,41,Two year,Mailed check,98.24,3939.28,Fiber optic,No,No
7590-C3950,39,One year,Mailed check,43.17,1740.81,No,Yes,No
7590-C3951,66,Month-to-month,Credit card,42.78,2942.21,Fiber optic,No,No
7590-C3952,35,Month-to-month,Bank transfer,86.1,3031.8,DSL,No,Yes
7590-C3953,8,One year,Mailed check,21.52,180.7,Fiber optic,No,No
7590-C3954,2,Month-to-month,Credit card,71.79,138.18,Fiber optic,Yes,No
7590-C3955,48,One year,Electronic check,46.45,2290.73,DSL,Yes,No
7590-C3956,28,Month-to-month,Mailed check,92.75,2581.27,DSL,Yes,No
7590-C3957,44,Month-to-month,Electronic check,58.57,2558.9,DSL,Yes,No
7590-C3958,32,Month-to-month,Mailed check,98.93,3212.71,Fiber optic,Yes,No
7590-C3959,21,One year,Bank transfer,84.53,1753.84,DSL,No,No
7590-C3960,28,Month-to-month,Mailed check,117.46,3239.26,No,Yes,No
7590-C3961,37,One year,Credit card,114.88,4225.72,No,No,No
7590-C3962,43,Month-to-month,Bank transfer,43.17,1821.97,DSL,Yes,No
7590-C3963,37,Month-to-month,Credit card,48.55,1884.17,DSL,No,No
7590-C3964,43,Month-to-month,Bank transfer,51.27,2106.67,Fiber optic,Yes,No
7590-C3965,47,One year,Bank transfer,24.61,1176.15,Fiber optic,No,No
7590-C3966,20,Two year,Bank transfer,89.83,1723.52,DSL,No,No
7590-C3967,56,Month-to-month,Electronic check,77.07,4475.68,No,Yes,Yes
7590-C3968,19,One year,Electronic check,106.23,2083.04,Fiber optic,Yes,No
7590-C3969,51,Two year,Mailed check,88.77,4622.87,Fiber optic,No,No
7590-C3970,15,One year,Credit card,60.47,934.08,Fiber optic,Yes,Yes
7590-C3971,9,Month-to-month,Credit card,114.32,1002.5,DSL,No,Yes
7590-C3972,2,One year,Bank transfer,29.36,56.72,Fiber optic,Yes,No
7590-C3973,62,One year,Credit card,72.45,4501.78,DSL,No,No
7590-C3974,64,Month-to-month,Bank transfer,84.18,5533.96,No,Yes,Yes
7590-C3975,32,Month-to-month,Electronic check,101.66,3238.52,Fiber optic,Yes,Yes
7590-C3976,53,Month-to-month,Credit card,75.17,4182.12,Fiber optic,Yes,Yes
7590-C3977,7,Month-to-month,Credit card,113.69,758.04,No,No,Yes
7590-C3978,33,Month-to-month,Bank transfer,116.73,3969.64,Fiber optic,Yes,Yes
7590-C3979,22,Month-to-month,Electronic check,48.78,1104.15,DSL,Yes,Yes
7590-C3980,43,Month-to-month,Credit card,71.48,3112.83,Fiber optic,Yes,No
7590-C3981,51,One year,Electronic check,90.89,4568.58,Fiber optic,Yes,No
7590-C3982,11,Month-to-month,Bank transfer,41.3,466.39,No,No,No
7590-C3983,33,One year,Credit card,95.53,3237.43,DSL,No,No
7590-C3984,50,Two year,Mailed check,43.07,2238.39,DSL,Yes,No
7590-C3985,37,Month-to-month,Credit card,86.72,3351.76,DSL,No,Yes
7590-C3986,70,Two year,Mailed check,70.78,4751.07,No,Yes,No
7590-C3987,58,Month-to-month,Bank transfer,117.59,7067.84,Fiber optic,No,No
7590-C3988,54,Two year,Bank transfer,106.23,5535.87,Fiber optic,Yes,No
7590-C3989,16,Month-to-month,Mailed check,47.11,729.51,DSL,Yes,Yes
7590-C3990,19,Two year,Credit card,64.07,1211.16,No,No,Yes
7590-C3991,53,One year,Credit card,91.18,4658.06,Fiber optic,Yes,No
7590-C3992,19,Month-to-month,Bank transfer,47.16,919.26,Fiber optic,No,Yes
7590-C3993,72,One year,Credit card,102.61,7231.58,No,No,No
7590-C3994,5,Month-to-month,Credit card,50.52,252.46,Fiber optic,Yes,No
7590-C3995,42,Two year,Bank transfer,82.05,3427.78,DSL,No,No
7590-C3996,22,Month-to-month,Electronic check,87.86,1840.65,Fiber optic,Yes,Yes
7590-C3997,10,Month-to-month,Bank transfer,92.97,883.45,DSL,Yes,No
7590-C3998,22,Two year,Bank transfer,70.01,1520.69,Fiber optic,No,No
7590-C3999,57,Month-to-month,Credit card,113.72,6647.55,Fiber optic,No,Yes
7590-C4000,66,Two year,Mailed check,75.24,5132.56,No,No,No
7590-C4001,71,Month-to-month,Credit card,66.87,4618.85,DSL,No,No
7590-C4002,35,Two year,Bank transfer,56.58,2056.0,Fiber optic,No,No
7590-C4003,12,Month-to-month,Electronic check,65.12,795.0,DSL,Yes,Yes
7590-C4004,22,Two year,Credit card,27.19,586.56,Fiber optic,No,No
7590-C4005,53,Two year,Electronic check,95.65,4968.29,No,Yes,No
7590-C4006,23,Month-to-month,Credit card,113.02,2638.91,No,No,No
7590-C4007,30,Month-to-month,Mailed check,112.62,3482.96,No,Yes,No
7590-C4008,65,Month-to-month,Mailed check,88.88,5892.15,No,No,No
7590-C4009,6,One year,Credit card,76.35,439.02,Fiber optic,Yes,No
7590-C4010,38,One year,Electronic check,55.49,2153.05,No,No,No
7590-C4011,25,One year,Electronic check,43.1,1030.71,DSL,No,No
7590-C4012,28,Month-to-month,Bank transfer,94.18,2566.77,DSL,No,Yes
7590-C4013,32,One year,Bank transfer,57.09,1761.45,DSL,Yes,Yes
7590-C4014,45,Month-to-month,Credit card,87.08,4053.3,DSL,No,Yes
7590-C4015,32,One year,Electronic check,23.35,759.84,No,Yes,No
7590-C4016,51,Month-to-month,Bank transfer,57.56,2968.29,No,Yes,No
7590-C4017,6,Month-to-month,Electronic check,32.67,195.63,Fiber optic,No,No
7590-C4018,33,Month-to-month,Bank transfer,79.35,2568.93,Fiber optic,No,No
7590-C4019,29,One year,Electronic check,45.46,1312.39,No,Yes,No
7590-C4020,1,Month-to-month,Bank transfer,52.06,54.17,Fiber optic,No,Yes
7590-C4021,49,Two year,Mailed check,63.24,3221.57,No,Yes,No
7590-C4022,66,Month-to-month,Mailed check,52.69,3642.99,No,No,No
7590-C4023,32,Two year,Mailed check,49.1,1518.19,No,No,No
7590-C4024,10,One year,Electronic check,79.16,792.71,Fiber optic,No,No
7590-C4025,10,Month-to-month,Credit card,102.38,1019.52,Fiber optic,Yes,Yes
7590-C4026,49,Month-to-month,Mailed check,66.36,3272.13,DSL,No,No
7590-C4027,39,One year,Bank transfer,20.88,851.04,No,No,No
7590-C4028,56,One year,Bank transfer,48.37,2795.67,DSL,Yes,No
7590-C4029,67,Month-to-month,Credit card,54.91,3735.14,DSL,No,No
7590-C4030,6,One year,Credit card,20.85,125.06,Fiber optic,Yes,Yes
7590-C4031,40,One year,Electronic check,95.24,3746.35,No,Yes,No
7590-C4032,39,One year,Credit card,54.96,2042.2,No,Yes,No
7590-C4033,15,Month-to-month,Mailed check,100.52,1576.02,Fiber optic,No,Yes
7590-C4034,31,Month-to-month,Bank transfer,66.37,2024.58,DSL,No,Yes
7590-C4035,43,One year,Credit card,106.66,4788.9,DSL,No,No
7590-C4036,47,Month-to-month,Electronic check,74.44,3506.46,No,Yes,Yes
7590-C4037,12,One year,Mailed check,68.32,838.69,Fiber optic,Yes,No
7590-C4038,42,Two year,Electronic check,20.52,825.37,Fiber optic,Yes,No
7590-C4039,41,One year,Electronic check,94.7,3878.55,Fiber optic,No,No
7590-C4040,48,Month-to-month,Bank transfer,97.02,4748.75,DSL,No,Yes
7590-C4041,40,One year,Credit card,62.16,,Fiber optic,Yes,No
7590-C4042,66,Two year,Bank transfer,49.25,3217.34,No,Yes,No
7590-C4043,15,Two year,Mailed check,92.3,1383.2,No,Yes,No
7590-C4044,67,Two year,Credit card,102.66,6626.36,DSL,No,No
7590-C4045,3,One year,Electronic check,22.2,64.18,Fiber optic,Yes,Yes
7590-C4046,23,One year,Credit card,33.57,757.05,Fiber optic,No,No
7590-C4047,29,Month-to-month,Credit card,33.19,1007.32,DSL,Yes,No
7590-C4048,21,Two year,Mailed check,79.42,1640.5,Fiber optic,No,No
7590-C4049,57,Two year,Credit card,44.23,2508.45,Fiber optic,Yes,No
7590-C4050,7,Two year,Credit card,79.55,554.8,DSL,No,No
7590-C4051,4,Two year,Bank transfer,20.31,78.99,DSL,Yes,Yes
7590-C4052,68,Month-to-month,Electronic check,65.61,4444.98,DSL,Yes,Yes
7590-C4053,30,Month-to-month,Credit card,113.57,3503.62,No,No,Yes
7590-C4054,47,Month-to-month,Credit card,42.55,1969.77,No,Yes,No
7590-C4055,69,One year,Credit card,91.59,6212.79,No,No,No
7590-C4056,13,Month-to-month,Credit card,34.71,457.78,DSL,Yes,No
7590-C4057,54,One year,Mailed check,54.7,3037.24,DSL,No,No
7590-C4058,51,One year,Electronic check,28.23,1452.69,No,No,No
7590-C4059,58,One year,Mailed check,54.7,3150.19,DSL,Yes,No
7590-C4060,17,Month-to-month,Mailed check,34.82,565.35,Fiber optic,No,Yes
7590-C4061,56,Two year,Bank transfer,95.44,5571.57,DSL,Yes,No
7590-C4062,10,Two year,Mailed check,103.8,1075.5,DSL,No,No
7590-C4063,3,Two year,Mailed check,23.62,70.13,No,No,Yes
7590-C4064,40,Month-to-month,Mailed check,83.3,3182.17,Fiber optic,No,Yes
7590-C4065,70,Month-to-month,Electronic check,66.67,4683.43,DSL,No,No
7590-C4066,12,One year,Bank transfer,37.25,447.55,No,Yes,No
7590-C4067,50,Month-to-month,Bank transfer,101.82,4847.69,Fiber optic,Yes,No
7590-C4068,32,Month-to-month,Bank transfer,89.41,2718.81,DSL,Yes,No
7590-C4069,35,Two year,Electronic check,79.49,2646.86,No,Yes,Yes
7590-C4070,13,Month-to-month,Credit card,66.47,896.52,DSL,No,Yes
7590-C4071,68,Month-to-month,Credit card,63.79,4383.48,No,No,No
7590-C4072,60,Month-to-month,Bank transfer,48.9,2969.04,DSL,No,No
7590-C4073,24,Month-to-month,Credit card,74.88,1710.85,No,Yes,Yes
7590-C4074,34,Month-to-month,Credit card,64.35,2262.92,No,No,Yes
7590-C4075,56,Two year,Electronic check,92.27,5294.34,No,No,No
7590-C4076,61,Month-to-month,Bank transfer,40.22,2371.68,No,Yes,No
7590-C4077,38,Month-to-month,Bank transfer,73.84,2850.33,Fiber optic,No,Yes
7590-C4078,67,Month-to-month,Credit card,67.73,4351.43,DSL,Yes,Yes
7590-C4079,56,Month-to-month,Mailed check,29.55,1723.67,Fiber optic,Yes,No
7590-C4080,5,Month-to-month,Bank transfer,25.34,127.49,DSL,No,Yes
7590-C4081,62,Two year,Mailed check,54.52,3349.02,DSL,No,No
7590-C4082,2,Two year,Mailed check,107.07,207.83,No,Yes,Yes
7590-C4083,5,One year,Electronic check,33.68,173.45,DSL,No,No
7590-C4084,27,Month-to-month,Bank transfer,117.6,3113.65,No,Yes,No
7590-C4085,15,Month-to-month,Mailed check,79.21,1172.35,Fiber optic,No,No
